Index,Name,User_Id,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
9480,Ninjatown,10265,DS,2008,Strategy,SouthPeak Games,0.12,0,0,0.01,0.13,80,40,8.3,21,E
9481,Alone in the Dark: Inferno,10280,PS3,2008,Adventure,Atari,0.09,0.03,0,0.02,0.13,69,25,5.6,50,M
9482,Winning Post 5,10243,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13,69,25,5.6,50,M
9483,Frogger Beyond,10207,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13,60,6,7.2,5,E
9484,RPG Maker II,10234,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0,0.02,0.13,65,9,8.8,77,E
9485,The Oregon Trail,10268,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13,65,9,8.8,77,E
9486,Assassination Classroom: Grand Siege on Kuro-sensei,10271,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,65,9,8.8,77,E
9487,Destruction Derby Arenas,10280,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,57,27,7.8,14,T
9488,MLB Power Pros 2008,10285,Wii,2008,Sports,Konami Digital Entertainment,0.11,0,0.01,0.01,0.13,79,16,8.7,22,E
9489,Littlest Pet Shop: Spring,10242,DS,2009,Simulation,Electronic Arts,0.12,0,0,0.01,0.13,79,16,8.7,22,E
9490,The Unholy War,10257,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,0.13,79,16,8.7,22,E
9491,Cabelas Dangerous Hunts 2009,10273,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13,42,4,8.7,22,T
9492,Rumble Roses XX,10256,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13,62,54,6.6,28,M
9493,Anno 1701: Dawn of Discovery,10268,DS,2007,Simulation,Touchstone,0.07,0.05,0,0.01,0.13,78,14,7.5,19,E
9494,DreamWorks Super Star Kartz,10202,Wii,2011,Racing,Activision,0.08,0.03,0,0.01,0.13,78,14,7.5,19,E
9495,Wantame Music Channel: Doko Demo Style,10249,DS,2007,Misc,Capcom,0,0,0.13,0,0.13,78,14,7.5,19,E
9496,Disney's Winnie the Poohs Rumbly Tumbly Adventure,10300,GBA,2005,Platform,Ubisoft,0.09,0.03,0,0,0.13,78,14,7.5,19,E
9497,Shaman King: Power of Spirit,10223,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.13,54,9,8.2,17,T
9498,NBA 2K13,10238,WiiU,2012,Sports,Take-Two Interactive,0.08,0.04,0,0.01,0.13,85,17,7,43,E
9499,Soccer Tsuku DS: World Challenge 2010,10282,DS,2010,Sports,Sega,0,0,0.13,0,0.13,85,17,7,43,E
9500,The BIGS 2,10257,PS3,2009,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13,80,18,7.6,16,E10+
9501,Fuse (Insomniac),10270,X360,2013,Shooter,Electronic Arts,0.09,0.03,0,0.01,0.13,80,18,7.6,16,E10+
9502,Contra III: The Alien Wars,10267,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13,80,18,7.6,16,E10+
9503,Hasbro Family Fun Pack,10272,XOne,2015,Misc,Ubisoft,0.1,0.02,0,0.01,0.13,80,18,7.6,16,E10+
9504,The Amazing Race,10298,Wii,2010,Misc,Ubisoft,0.12,0,0,0.01,0.13,80,18,7.6,16,E
9505,Dead to Rights: Reckoning,10235,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.01,0.13,54,26,7.2,22,M
9506,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,10219,3DS,2011,Role-Playing,Square Enix,0,0,0.13,0,0.13,54,26,7.2,22,M
9507,The IdolM@ster: One for All,10221,PS3,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13,54,26,7.2,22,M
9508,NBA 08,10243,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13,63,37,6,4,E
9509,Amagami,10257,PS2,2009,Adventure,Enterbrain,0,0,0.13,0,0.13,63,37,6,4,E
9510,NCIS,10256,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.01,0.13,63,37,6,4,T
9511,Thor: God of Thunder,10209,DS,2011,Action,Sega,0.08,0.04,0,0.01,0.13,64,18,7.2,9,E10+
9512,No Fear Downhill Mountain Biking,10229,PS,1998,Sports,Codemasters,0.07,0.05,0,0.01,0.13,64,18,7.2,9,E10+
9513,Fire ProWrestling,10293,GBA,2001,Fighting,Spike,0.09,0.03,0,0,0.13,64,18,7.2,9,E10+
9514,Eternal Poison (JP sales),10202,PS2,2008,Role-Playing,Banpresto,0,0,0.13,0,0.13,64,18,7.2,9,E10+
9515,Mission: Impossible - Operation Surma,10289,X,2003,Platform,Atari,0.1,0.03,0,0,0.13,67,27,6.8,4,T
9516,Legendary,10293,PS3,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13,50,31,7.1,31,M
9517,Chuck E. Cheeses Game Room,10287,DS,2010,Misc,UFO Interactive,0.12,0,0,0.01,0.13,50,31,7.1,31,E
9518,MX 2002 Featuring Ricky Carmichael,10284,X,2001,Racing,THQ,0.1,0.03,0,0,0.13,74,15,7.1,31,E
9519,Zoobles! Spring to Life!,10265,DS,2011,Misc,Activision,0.1,0.02,0,0.01,0.13,74,15,7.1,31,E
9520,Romance of the Three Kingdoms IV: Wall of Fire,10241,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13,74,15,7.1,31,E
9521,Illusion of Gaia,10228,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13,74,15,7.1,31,E
9522,Ben 10 Galactic Racing,10299,DS,2011,Racing,D3Publisher,0.09,0.03,0,0.01,0.13,74,15,7.1,31,E
9523,Disney's Kim Possible: Kimmunicator,10211,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0,0.01,0.13,61,14,7.5,4,E
9524,Mega Man Anniversary Collection,10253,X,2005,Platform,Capcom,0.1,0.03,0,0,0.13,80,12,9.2,5,E
9525,Sallys Salon,10281,DS,2008,Simulation,Capcom,0.12,0,0,0.01,0.13,80,12,9.2,5,E
9526,F1 2011,10210,PSV,2011,Racing,Codemasters,0.03,0.07,0.01,0.02,0.13,66,27,6.3,26,E
9527,Disruptor,10225,PS,1995,Shooter,Interplay,0.07,0.05,0,0.01,0.13,66,27,6.3,26,E
9528,Shrek Smash n Crash Racing,10243,GC,2006,Racing,Activision,0.1,0.03,0,0,0.13,66,27,3.1,7,E
9529,Drakengard 2,10217,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13,58,34,5.5,49,M
9530,Grand Knights History,10242,PSP,2011,Role-Playing,Marvelous Interactive,0,0,0.13,0,0.13,58,34,5.5,49,M
9531,Scene It? Bright Lights! Big Screen!,10295,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.13,58,34,5.5,49,M
9532,Harvest Moon DS (jp sales),10230,DS,2005,Simulation,Rising Star Games,0,0,0.13,0,0.13,58,34,5.5,49,M
9533,NBA Jam 2000,10269,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0,0.13,58,34,5.5,49,M
9534,Sin and Punishment,10220,N64,2000,Shooter,Nintendo,0,0,0.13,0,0.13,58,34,5.5,49,M
9535,Castlevania: Legacy of Darkness,10244,N64,1999,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0,0.13,58,34,5.5,49,M
9536,Shrek Super Party,10265,X,2002,Misc,TDK Mediactive,0.1,0.03,0,0,0.13,33,9,8,11,E
9537,Sonic Riders,10249,X,2006,Racing,Sega,0.1,0.03,0,0,0.13,56,33,8.1,7,E
9538,Transformers: Prime,10228,WiiU,2012,Action,Activision,0.09,0.03,0,0.01,0.13,56,33,8.1,7,E
9539,Venetica,10226,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13,42,14,7.3,18,T
9540,Rally Fusion: Race of Champions,10209,PS2,2002,Racing,Activision,0.06,0.05,0,0.02,0.13,73,19,7.3,18,E
9541,Street Fighter IV,10215,PC,2009,Fighting,Capcom,0.07,0.05,0,0.02,0.13,91,23,7.9,354,T
9542,The House of the Dead,10253,SAT,1997,Shooter,Sega,0,0,0.13,0,0.13,91,23,7.9,354,T
9543,Persona 4: Arena,10260,X360,2012,Fighting,Atlus,0.08,0.01,0.03,0.01,0.13,83,21,7.3,60,T
9544,Etrian Odyssey V,10243,3DS,2016,Role-Playing,Atlus,0,0,0.13,0,0.13,83,21,7.3,60,T
9545,Cabelas Alaskan Adventure,10267,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13,48,11,5.6,17,T
9546,RealSports Volleyball,10234,2600,1981,Sports,Atari,0.12,0.01,0,0,0.13,48,11,5.6,17,T
9547,Heroes of the Pacific,10219,X,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13,76,33,8.2,5,T
9548,Space Camp,10260,Wii,2009,Action,Activision,0.12,0,0,0.01,0.13,76,33,6.2,5,E
9549,RollerCoaster Tycoon,10226,X,2003,Strategy,Atari,0.1,0.03,0,0,0.13,62,8,8.3,12,E
9550,NightCaster,10209,X,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13,61,27,5.7,7,T
9551,FIFA World Cup Germany 2006,10202,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13,76,17,6.2,5,E
9552,Hitman 2: Silent Assassin,10295,GC,2003,Action,Eidos Interactive,0.1,0.03,0,0,0.13,83,17,5.5,8,M
9553,Lovely Lisa and Friends,10236,DS,2010,Simulation,Tomy Corporation,0.12,0,0,0.01,0.13,83,17,5.5,8,M
9554,All Star Cheer Squad 2,10275,Wii,2009,Sports,THQ,0.12,0,0,0.01,0.13,83,17,5.5,8,E
9555,Ape Escape 3,10204,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,77,51,8.5,22,E10+
9556,Digimon Racing,10294,GBA,2004,Racing,Namco Bandai Games,0.09,0.03,0,0,0.13,62,10,8.5,22,E
9557,"Crouching Tiger, Hidden Dragon",10276,PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13,48,26,3.7,6,T
9558,Last Bronx,10265,SAT,1996,Fighting,Sega,0,0,0.13,0,0.13,48,26,3.7,6,T
9559,Science Papa,10254,Wii,2009,Misc,Activision,0.11,0.01,0,0.01,0.13,48,26,3.7,6,E
9560,Barbie and the Three Musketeers,10284,DS,2009,Adventure,Activision,0.12,0,0,0.01,0.13,48,26,3.7,6,E
9561,Momotaro Douchuuki,10216,SAT,1997,Misc,Hudson Soft,0,0,0.13,0,0.13,48,26,3.7,6,E
9562,Iridion II,10293,GBA,2003,Shooter,Vivendi Games,0.09,0.03,0,0,0.13,78,13,8.3,4,E
9563,Whiplash,10258,PS2,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13,66,32,8.7,15,T
9564,Watch Dogs,10287,WiiU,2014,Action,Ubisoft,0.07,0.05,0,0.01,0.13,62,15,6.4,164,M
9565,Quantum of Solace: 007,10275,DS,2008,Action,Activision,0.11,0.01,0,0.01,0.13,65,10,6.4,164,T
9566,Family Fortunes,10250,Wii,2009,Misc,Mindscape,0,0.12,0,0.01,0.13,65,10,6.4,164,T
9567,Peppa Pig: Fun and Games,10242,Wii,2010,Misc,Ubisoft,0,0.11,0,0.02,0.13,65,10,6.4,164,T
9568,Borderlands: Double Game Add-On Pack,10219,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.01,0.13,65,10,6.4,164,M
9569,Farming Simulator 2011,10278,PC,2010,Simulation,Focus Home Interactive,0,0.13,0,0,0.13,65,10,7,23,E
9570,Crush3D,10258,3DS,2012,Platform,Sega,0.08,0.04,0,0.01,0.13,71,32,7.4,16,E10+
9571,BlazBlue: Continuum Shift II,10264,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13,77,8,6.8,10,T
9572,Game Party: Champions,10227,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,24,8,3.5,21,E
9573,Summon Night: Twin Age,10212,DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13,73,21,7.2,11,E10+
9574,Spider-Man: Battle for New York,10222,DS,2006,Platform,Activision,0.12,0,0,0.01,0.13,68,13,6.9,8,E10+
9575,Go Play: Circus Star,10248,Wii,2009,Action,Majesco Entertainment,0.12,0,0,0.01,0.13,68,13,6.9,8,E10+
9576,Popn Music Portable,10279,PSP,2010,Misc,Konami Digital Entertainment,0,0,0.13,0,0.13,68,13,6.9,8,E10+
9577,Destroy All Humans! Path of the Furon,10234,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13,68,13,6.9,8,E10+
9578,Nintendo Puzzle Collection,10218,GC,2003,Puzzle,Nintendo,0,0,0.13,0,0.13,68,13,6.9,8,E10+
9579,Army Men: Soldiers of Misfortune,10223,Wii,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13,68,13,2.5,6,E
9580,Green Lantern: Rise of the Manhunters,10265,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13,42,6,3.9,7,E10+
9581,Otogi: Myth of Demons,10207,X,2002,Action,Sega,0.08,0.02,0.03,0,0.13,80,40,8.5,28,T
9582,Margots Word Brain,10279,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,80,40,8.5,28,E10+
9583,Dreamworks 2-in-1 Party Pack,10267,DS,2010,Misc,Activision,0.12,0,0,0.01,0.13,80,40,8.5,28,E
9584,Alter Echo,10232,PS2,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13,62,26,7,9,T
9585,Walt Disney Pictures Presents: The Wild,10235,GBA,2006,Platform,Disney Interactive Studios,0.09,0.03,0,0,0.13,62,26,7,9,T
9586,Tony Hawks Pro Skater 5,10255,XOne,2015,Sports,Activision,0.1,0.02,0,0.01,0.13,39,18,2.1,132,T
9587,Puyo Puyo!! 20th Anniversary,10265,3DS,2011,Puzzle,Sega,0,0,0.13,0,0.13,39,18,2.1,132,T
9588,Deception IV: Blood Ties,10299,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.07,0.01,0.13,67,19,7.5,61,M
9589,Puzzle de Harvest Moon,10214,DS,2007,Puzzle,Natsume,0.12,0,0,0.01,0.13,41,5,6.3,4,E
9590,Metal Max 3,10292,DS,2010,Role-Playing,Enterbrain,0,0,0.13,0,0.13,41,5,6.3,4,E
9591,Rock Band Track Pack Volume 1,10202,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13,41,5,6.3,4,T
9592,My Baby: First Steps,10294,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13,41,5,6.3,4,E
9593,Namco Soccer Prime Goal,10226,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13,41,5,6.3,4,E
9594,NBA 08,10208,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,59,16,6.3,4,E
9595,Rocksmith,10281,PC,2011,Misc,Ubisoft,0.07,0.04,0,0.02,0.13,78,5,8.1,57,T
9596,Gundam Breaker 3,10218,PSV,2016,Action,Namco Bandai Games,0,0,0.13,0,0.13,78,5,8.1,57,T
9597,Monster Hunter Frontier Online,10230,X360,2010,Role-Playing,Capcom,0,0,0.13,0,0.13,78,5,8.1,57,T
9598,Naruto Shippuden: Kizuna Drive,10239,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13,57,22,5,6,T
9599,Shin Megami Tensei: Digital Devil Saga,10206,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0,0.02,0.13,78,42,8.2,48,M
9600,Rango: The Video Game,10219,X360,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13,68,25,8,9,E10+
9601,Megamind: The Blue Defender,10257,PSP,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13,68,25,8,9,E10+
9602,Puppies 3D,10276,3DS,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13,68,25,8,9,E
9603,Cars 2,10286,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.02,0.13,68,25,8,9,E
9604,Yu-Gi-Oh! Nightmare Troubadour (JP sales),10223,DS,2005,Action,Konami Digital Entertainment,0,0.03,0.1,0,0.13,68,25,8,9,E
9605,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,10281,PS2,2005,Misc,Sega,0,0,0.13,0,0.13,68,25,8,9,E
9606,Mystic Ark,10252,SNES,1995,Role-Playing,Enix Corporation,0,0,0.13,0,0.13,68,25,8,9,E
9607,Eat Lead: The Return of Matt Hazard,10265,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13,51,38,6.5,21,T
9608,The Price is Right 2010 Edition,10218,DS,2009,Misc,Ubisoft,0.12,0,0,0.01,0.13,51,38,6.5,21,E
9609,Cabelas Dangerous Hunts 2009,10203,PS3,2008,Sports,Activision Value,0.12,0,0,0.01,0.13,39,6,1.8,10,T
9610,Yomawari,10234,PSV,2015,Adventure,Nippon Ichi Software,0.02,0.03,0.06,0.02,0.13,39,6,1.8,10,T
9611,Tom Clancys Splinter Cell: Double Agent,10264,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13,61,12,7.4,16,M
9612,Ty the Tasmanian Tiger 2: Bush Rescue,10203,GBA,2004,Platform,Electronic Arts,0.09,0.03,0,0,0.13,63,7,7.4,16,E
9613,Star Wars: Lethal Alliance,10220,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.01,0.13,61,31,7,7,T
9614,Teenage Mutant Ninja Turtles 2: Battle Nexus,10285,X,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,0.13,48,20,5.6,8,T
9615,LEGO Racers 2,10217,PS2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,58,4,5.6,8,E
9616,Backyard Baseball,10243,GC,2003,Sports,Infogrames,0.1,0.03,0,0,0.13,70,4,9.4,5,E
9617,Sega GT,10285,DC,2000,Racing,Sega,0,0,0.13,0,0.13,84,25,7.7,11,E
9618,Mytran Wars,10281,PSP,2009,Strategy,Deep Silver,0.09,0.02,0,0.02,0.13,68,16,8.8,4,T
9619,Steel Battalion: Heavy Armor,10275,X360,2012,Misc,Capcom,0.08,0.02,0.02,0.01,0.13,38,58,2.4,92,M
9620,Green Lantern: Rise of the Manhunters,10214,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.04,0,0.01,0.13,59,17,7.2,23,T
9621,Legends of Wrestling,10293,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.13,50,18,6.8,4,T
9622,Fit in Six,10275,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13,50,18,7,10,E
9623,Wild Earth: African Safari,10247,Wii,2008,Simulation,Majesco Entertainment,0.1,0.02,0,0.01,0.13,60,7,7,10,E
9624,Gunstar Heroes,10281,GEN,1992,Shooter,Sega,0,0,0.13,0,0.13,60,7,7,10,E
9625,All-Star Baseball 2004,10267,X,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.13,74,20,8.4,7,E
9626,Rock Band Track Pack Volume 2,10234,PS3,2008,Misc,MTV Games,0.11,0,0,0.01,0.13,74,20,8.4,7,T
9627,Supremacy MMA,10279,PS3,2011,Fighting,505 Games,0.07,0.03,0,0.02,0.13,47,17,6.5,4,M
9628,Tamagotchi no Pichi Pichi Omisecchi,10207,DS,2010,Action,Namco Bandai Games,0,0,0.13,0,0.13,47,17,6.5,4,M
9629,Shining Wind,10240,PS2,2007,Role-Playing,Sega,0,0,0.13,0,0.13,47,17,6.5,4,M
9630,Onechanbara: Bikini Samurai Squad,10231,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13,39,39,6.4,55,M
9631,Dokapon Kingdom,10293,Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13,73,11,8.3,17,E10+
9632,Portal Runner,10234,PS2,2001,Platform,3DO,0.06,0.05,0,0.02,0.13,53,18,6.7,6,E
9633,Pok\xc3\xa9mon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,10214,GBA,2004,Misc,Nintendo,0.09,0.03,0,0,0.13,53,18,6.7,6,E
9634,Warriors Orochi 2,10263,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13,52,9,8.5,14,T
9635,Disney's Winnie the Poohs Rumbly Tumbly Adventure,10260,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13,52,9,8.5,14,E
9636,Aikatsu! 365 Idol Days,10271,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,52,9,8.5,14,E
9637,Assault: Retribution,10292,PS,1998,Action,Telstar,0.07,0.05,0,0.01,0.13,52,9,8.5,14,E
9638,Sengoku Basara 3 Utage,10209,Wii,2011,Action,Capcom,0,0,0.13,0,0.13,52,9,8.5,14,E
9639,Assassins Creed The Ezio Collection,10214,XOne,2016,Action,Ubisoft,0.05,0.06,0,0.01,0.13,71,16,7.4,29,M
9640,Spartan: Total Warrior,10242,X,2005,Action,Sega,0.1,0.03,0,0,0.13,73,36,8.8,12,M
9641,Smart Boys Gameroom,10276,DS,2007,Misc,505 Games,0.12,0,0,0.01,0.13,73,36,8.8,12,E
9642,City Crisis,10214,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13,63,20,6.2,5,E
9643,Zapper: One Wicked Cricket!,10245,GC,2002,Platform,Infogrames,0.1,0.03,0,0,0.13,63,20,6.2,5,E
9644,Victorious: Time to Shine,10203,X360,2011,Action,D3Publisher,0.12,0,0,0.01,0.13,63,20,6.5,4,E
9645,Star Wars: Clone Wars,10238,X,2003,Shooter,LucasArts,0.1,0.03,0,0,0.13,63,20,6.5,4,E
9646,The X-Factor,10245,PS3,2010,Misc,Deep Silver,0,0.1,0,0.03,0.13,63,20,6.5,4,E
9647,High Rollers Casino,10209,X,2004,Misc,Mud Duck Productions,0.1,0.03,0,0,0.13,63,20,7.8,4,E
9648,Advent Rising,10273,X,2005,Action,THQ,0.1,0.03,0,0,0.13,68,50,7.5,68,T
9649,Surf Riders,10272,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01,0.13,64,6,7.5,68,E
9650,Torino 2006,10264,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13,64,6,7.5,68,E
9651,Nobunaga no Yabou: Ranseiki,10259,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13,64,6,7.5,68,E
9652,The Lord of the Rings: Aragorns Quest,10299,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.02,0.13,64,6,5,4,E10+
9653,Derby Stallion Advance,10279,GBA,2002,Sports,Enterbrain,0,0,0.12,0,0.13,64,6,5,4,E10+
9654,Monopoly Party,10286,GC,2002,Misc,Infogrames,0.1,0.03,0,0,0.13,64,6,5,4,E10+
9655,Snood,10294,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0,0.13,68,4,5,4,E
9656,TOCA Race Driver 2: Ultimate Racing Simulator,10299,X,2004,Racing,Codemasters,0.09,0.03,0,0,0.13,68,4,5,4,E
9657,Monster Jam: Urban Assault,10278,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13,68,4,5,4,E
9658,DT Racer,10261,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13,68,4,3.8,5,E
9659,Soccer Tsuku: Pro Soccer Club o Tsukurou!,10231,PS3,2013,Sports,Sega,0,0,0.13,0,0.13,68,4,3.8,5,E
9660,DriveClub VR,10253,PS4,2016,Racing,Sony Computer Entertainment,0.04,0.06,0.01,0.02,0.13,66,35,7.4,112,E
9661,Steins;Gate 0,10279,PSV,2015,Adventure,PQube,0,0.06,0.05,0.02,0.13,86,8,8.9,27,M
9662,World Cup Golf: Professional Edition,10208,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13,86,8,8.9,27,M
9663,Black Dawn,10262,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13,86,8,8.9,27,M
9664,Four Twenty Eight: Fuusa Sareta Shibuya de,10252,Wii,2008,Adventure,Sega,0,0,0.13,0,0.13,86,8,8.9,27,M
9665,Seven Wonders of the Ancient World,10228,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,0.13,60,7,8.3,48,E
9666,Kelly Slaters Pro Surfer,10296,GBA,2002,Sports,Activision,0.09,0.03,0,0,0.13,72,4,8.3,48,E
9667,Top Shot Arcade,10269,Wii,2011,Shooter,Activision,0.12,0,0,0.01,0.13,72,4,8.3,48,T
9668,Warriors of Might and Magic,10269,PS,2001,Adventure,3DO,0.07,0.05,0,0.01,0.13,72,4,8.3,48,T
9669,Twister Mania,10242,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13,72,4,8.3,48,E
9670,Drome Racers,10241,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,57,10,8.3,48,E
9671,Dynasty Warriors 5 Empires,10295,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,61,40,8.2,19,T
9672,X-Men: Next Dimension,10253,GC,2002,Fighting,Activision,0.1,0.03,0,0,0.13,63,17,8.2,11,T
9673,SBK 2011: FIM Superbike World Championship,10296,PS3,2011,Racing,Black Bean Games,0.01,0.09,0,0.03,0.13,63,17,8.2,11,T
9674,WipeOut 3 The Game,10295,WiiU,2012,Action,Activision,0.11,0,0,0.01,0.13,63,17,8.2,11,T
9675,Seventh Dragon 2020: 2,10255,PSP,2013,Role-Playing,Sega,0,0,0.13,0,0.13,63,17,8.2,11,T
9676,Doukyuusei 2,10219,SAT,1997,Role-Playing,NEC Interchannel,0,0,0.13,0,0.13,63,17,8.2,11,T
9677,SkullMonkeys,10210,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,0.13,63,17,8.2,11,T
9678,Burnout,10262,X,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,0.13,75,13,6.6,12,E
9679,Dynasty Warriors: Gundam Reborn,10229,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0,0.13,75,13,6.6,12,E
9680,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,10202,3DS,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13,75,13,6.6,12,E
9681,Resident Evil,10270,PS3,2006,Action,Capcom,0,0,0.13,0,0.13,75,13,6.6,12,E
9682,DreamWorks Super Star Kartz,10256,DS,2011,Racing,Activision,0.08,0.03,0,0.01,0.13,75,13,6.6,12,E
9683,Little Battlers eXperience: Wars,10273,3DS,2013,Strategy,Level 5,0,0,0.13,0,0.13,75,13,6.6,12,E
9684,Baroque,10253,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13,60,6,8.8,44,T
9685,Football Manager 2012,10220,PSP,2011,Sports,Sega,0,0.09,0,0.04,0.13,60,6,8.8,44,T
9686,Jurassic: The Hunted,10227,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13,60,4,7.2,21,T
9687,Just Dance: Disney Party,10270,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.01,0.13,60,4,7.2,21,E
9688,Hour of Victory,10289,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,0.13,37,33,3,40,T
9689,Yu-Gi-Oh! GX: Tag Force,10217,PSP,2006,Strategy,Konami Digital Entertainment,0.09,0.02,0,0.02,0.13,37,33,3,40,T
9690,Indianapolis 500 Legends,10236,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13,47,10,6.7,7,E
